date,demand,RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
2018-02-05,126465.96,103.8301928,17,25.7,24,0,Y,N
2018-02-06,137539.725,104.2296312,17.7,29.9,27.6,0,Y,N
2018-02-07,159307.315,624.2609343,18.7,37.4,27.1,0,Y,N
2018-02-08,149473.01,106.6526349,20.6,27.5,15.8,0,Y,N
2018-02-09,137101.87,113.7060807,20.4,24.9,17.2,0,Y,N
2018-02-10,118113.8,83.52152692,18.7,30.3,6.6,0,Y,N
2018-02-11,100440.29,66.27235744,15.5,21.2,18.5,0,Y,N
2018-02-12,116209.13,93.17393574,16.3,23.6,22.2,0,Y,N
2018-02-13,124882.715,99.60943335,13.6,29,26,0,Y,N
2018-02-14,115269.5,72.04642836,17.5,23.3,22.8,0,Y,N
2018-02-15,117260.245,83.18774095,13.5,24.2,18.4,0,Y,N
2018-02-16,114736.355,86.83534632,15.7,22.2,24.8,0,Y,N
2018-02-17,105799.935,82.75830709,12.4,25.3,24.1,0,Y,N
2018-02-18,105085.515,77.33761623,13.6,24,20.5,0,Y,N
2018-02-19,113116.425,74.67782818,17.6,25.4,20.9,0.8,Y,N
2018-02-20,120035.385,78.80051783,14.1,29.5,25.5,0,Y,N
2018-02-21,124481.415,84.55573944,16,29.3,16,0,Y,N
2018-02-22,133607.065,88.84783879,20.3,31,16.8,0,Y,N
2018-02-23,136328.345,85.71319638,21.2,33.5,13.4,0.2,Y,N
2018-02-24,119226.435,75.07065351,22.7,31.6,4.8,0.4,Y,N
2018-02-25,96305.07,55.99939481,16.2,19.8,10,0,Y,N
2018-02-26,117952.365,76.80551434,14.3,26.5,24.3,0,Y,N
2018-02-27,127894.285,73.63540059,14.9,31.3,24,0,Y,N
2018-02-28,123400.17,69.09284173,20,30.9,19.6,0,Y,N
2018-03-01,117346.26,78.60161635,16.2,20.5,17.7,0.8,Y,N
2018-03-02,119960.33,91.86653114,14.5,22.8,19.6,0.4,Y,N
2018-03-03,111096.305,80.62405226,13.9,32.7,21.8,0,Y,N
2018-03-04,101334.2,72.59906688,15.8,21,22.2,0,Y,N
2018-03-05,112527.285,70.61555772,14.9,21.1,16.6,0,Y,N
2018-03-06,113850.81,61.35468536,12.5,27.6,22.6,0,Y,N
2018-03-07,122717.5,73.26754588,14.4,28.5,22.4,0,Y,N
2018-03-08,128732.59,94.57427046,14.9,30.5,22.1,0,Y,N
2018-03-09,127805.485,99.17049915,14.6,28.8,21.9,0,Y,N
2018-03-10,120398.885,91.9884432,14.3,35.1,21.6,0,Y,N
2018-03-11,104486.18,74.15265258,17,22.8,14.3,0,Y,N
2018-03-12,97542.31,63.45220472,16.7,20.9,10.2,0,Y,Y
2018-03-13,112663.625,77.09496678,14.6,20.5,18.8,2.2,Y,N
2018-03-14,114195.35,97.28174892,12.8,21.3,17.7,0,Y,N
2018-03-15,116045.27,101.6909409,15.3,20.8,13.9,0,Y,N
2018-03-16,116284.345,92.59423224,12.5,24.4,15,0,Y,N
2018-03-17,110715.12,75.22999429,15.4,32,15.1,0,Y,N
2018-03-18,97262.705,62.87276065,22.6,23.1,13.4,0,Y,N
2018-03-19,111617.945,77.17016536,13.2,28,17.8,0,Y,N
2018-03-20,110794.26,72.75516331,15.4,19.2,9.5,0.2,Y,N
2018-03-21,111254.315,71.19834535,11.2,25.1,18.3,0,Y,N
2018-03-22,115020.505,77.2804276,12.3,28.1,19,0,Y,N
2018-03-23,119298.325,78.64044241,15.2,29.4,18.8,0,Y,N
2018-03-24,112312.695,71.96661907,20.2,24.2,5.4,0,Y,N
2018-03-25,98918.515,40.2567047,17.8,25.4,11.6,13,Y,N
2018-03-26,112488.215,70.83068032,10.7,18.5,11.9,5.2,Y,N
2018-03-27,116809.365,64.5691959,9.6,22.6,14,1.2,Y,N
2018-03-28,117744.005,72.11195577,11.3,30.3,17.8,0,Y,N
2018-03-29,116457.26,79.36508194,16.5,21.8,14.2,0,N,N
2018-03-30,97070.345,69.45286966,12.2,23.3,14.3,0,N,Y
2018-03-31,99687.64,81.4067717,13.2,22.4,16.7,0,N,Y
2018-04-01,98817.03,73.9678419,13,27.7,11,0,N,Y
2018-04-02,98258.25,62.41010124,14.9,20.9,14.4,0,N,Y
2018-04-03,113381.53,80.11073706,13.4,19.8,13.9,0,N,N
2018-04-04,115974.61,90.0737408,13.3,20.6,16.6,0,N,N
2018-04-05,117551.695,86.89192959,13.3,18.7,9,0,N,N
2018-04-06,115979.07,85.68790461,13.8,21.2,14.8,0,N,N
2018-04-07,105938.475,84.8974312,9.8,21.6,16,0,N,N
2018-04-08,100571.165,58.23872152,11.8,29.9,14.7,0,N,N
2018-04-09,118702.925,91.69364451,15.9,25.7,13.6,0,N,N
2018-04-10,122423.01,76.33364802,14.8,28.8,5.9,0,N,N
2018-04-11,121944.995,75.04094506,18.1,27.3,10.9,0,N,N
2018-04-12,119876.63,77.71452371,15.9,26.5,7.4,0,N,N
2018-04-13,113609.76,69.76320109,11.9,25.9,14.4,0,N,N
2018-04-14,105135.305,37.74139841,13.5,16.1,3.1,0,N,N
2018-04-15,104123.39,31.68232539,9.7,19.1,4.9,12.2,N,N
2018-04-16,115694.64,69.36093257,13.1,21,7.1,3,N,N
2018-04-17,121092.855,86.53439286,13.2,16.6,8.9,0.6,Y,N
2018-04-18,120784.875,82.879098,6.2,19.4,14.2,0,Y,N
2018-04-19,120448.935,93.53314282,11,22.3,13,0,Y,N
2018-04-20,118324.09,95.73201718,8.9,20.2,13.7,0,Y,N
2018-04-21,107479.26,74.43968926,11.9,22.8,11.3,0,Y,N
2018-04-22,103662.05,76.31824515,11.2,20.4,12.6,0,Y,N
2018-04-23,117799.97,72.74094732,11.9,26.9,13,0,Y,N
2018-04-24,117642.645,88.09094154,13.7,24.6,5.2,0,Y,N
2018-04-25,106654.955,77.46186644,15.7,20.1,7.7,0.6,Y,Y
2018-04-26,117617.51,82.43349185,11.9,17.5,7.9,0,Y,N
2018-04-27,119079.465,78.21485418,11.6,17.8,8.8,0,Y,N
2018-04-28,108613.38,70.00039141,7.7,18.3,11.7,0,Y,N
2018-04-29,105277.715,64.15897472,10.5,18,9.6,0,Y,N
2018-04-30,121551.685,77.96915056,8.8,19.6,12.3,0,Y,N
2018-05-01,122642.235,73.97482022,7.2,23.4,12.3,0,Y,N
2018-05-02,118716.595,67.27490234,10.2,23.2,7.2,0,Y,N
2018-05-03,117357.835,52.76831167,14.5,24.4,4.4,0,Y,N
2018-05-04,116870.46,54.639356,11.5,17.2,7.8,6.2,Y,N
2018-05-05,106892.995,58.57488525,12.1,21.6,6.5,2.6,Y,N
2018-05-06,105840.39,61.89517764,9.9,21.7,11,0,Y,N
2018-05-07,118254.555,49.41762224,12,19.5,6.2,0,Y,N
2018-05-08,122876.865,101.2917412,13.4,17.9,10.6,0.2,Y,N
2018-05-09,122721.46,127.5907803,8,18.4,7.5,0,Y,N
2018-05-10,128518.505,62.88102341,9,12.8,8.5,8,Y,N
2018-05-11,133467.37,63.67306972,7.4,15.1,3.7,18.6,Y,N
2018-05-12,111273.755,62.66221491,11,16.9,9,8.4,Y,N
2018-05-13,108729.71,65.51000398,13,16.2,10.8,4,Y,N
2018-05-14,129885.955,111.6666324,6.8,15.9,8.2,0,Y,N
2018-05-15,131900.52,97.88032901,8.9,14.6,4.6,0,Y,N
2018-05-16,133399.23,124.0856314,9.4,14.3,7.6,2,Y,N
2018-05-17,131757.155,108.9515501,11.7,15,6.9,0,Y,N
2018-05-18,127353.575,96.16165639,12.3,17.7,8,0.2,Y,N
2018-05-19,119262.145,93.62343477,10.6,15.5,6.5,2.6,Y,N
2018-05-20,112349.26,78.28073546,11.8,16.2,1.7,0,Y,N
2018-05-21,124046.805,82.72297125,12.6,16.7,5,2.4,Y,N
2018-05-22,126922.995,91.62118213,13,17,3.6,0,Y,N
2018-05-23,129352.83,118.6907459,11.8,15.3,6.5,4.6,Y,N
2018-05-24,129553.94,99.48806096,12.9,16.1,5.1,0,Y,N
2018-05-25,127957.57,92.9895292,9.4,14.9,9.5,0,Y,N
2018-05-26,115384.085,74.74674107,5.2,20.5,9.9,0,Y,N
2018-05-27,106044.51,54.18703142,7.3,20.7,8,0,Y,N
2018-05-28,119360.265,70.1715574,12.9,20.5,6,0,Y,N
2018-05-29,123142.76,81.97839952,13.7,17.9,8.1,0.8,Y,N
2018-05-30,127830.62,82.53594402,7.7,15.1,7.9,0,Y,N
2018-05-31,131159.945,90.35783775,9.6,14.8,7.6,5,Y,N
2018-06-01,135864.065,101.4128802,4.1,13.3,9.6,0,Y,N
2018-06-02,123226.075,99.85347925,3.5,13.6,9.6,0.2,Y,N
2018-06-03,121177.585,91.04372963,4.3,13.8,8.5,0,Y,N
2018-06-04,135385.41,120.2520374,4.5,14.4,9.3,0,Y,N
2018-06-05,132975.13,105.8039052,7.5,15,8.8,1.6,Y,N
2018-06-06,132038.425,106.2306746,5.6,19.1,9.4,0.4,Y,N
2018-06-07,128577.63,87.71079113,7.7,17.8,5.7,0.2,Y,N
2018-06-08,129910.015,130.0827333,12.4,13.6,3.3,0.6,Y,N
2018-06-09,120232.195,110.6732404,11.3,15.6,8,3,Y,N
2018-06-10,117037.865,75.51946753,4.1,15.3,9.3,0,Y,N
2018-06-11,113420.985,56.39994652,5.3,17.6,8.9,0.2,Y,Y
2018-06-12,127261.295,78.29441631,7.9,16.6,6.7,0.4,Y,N
2018-06-13,131574.605,84.57953272,9.5,14.1,7.1,0,Y,N
2018-06-14,130544.485,72.49179642,8.6,14.5,7.8,5.6,Y,N
2018-06-15,133009.01,74.90558581,9.6,14,4.4,4.6,Y,N
2018-06-16,124351.235,81.80076688,6.9,13.1,7.1,2.2,Y,N
2018-06-17,120785.595,62.27267155,8,13.1,5.1,15.6,Y,N
2018-06-18,138518.735,112.5014975,9.5,12,5.9,7.2,Y,N
2018-06-19,143830.12,110.0561904,3,14.5,9,0.4,Y,N
2018-06-20,141305.88,91.28934192,4.3,15.3,8,0.2,Y,N
2018-06-21,143542.02,141.5569781,4,15.1,9.1,0,Y,N
2018-06-22,140296.4,131.5621328,4.3,15,8.5,0,Y,N
2018-06-23,132165.425,98.83636551,6,12.8,3.9,0,Y,N
2018-06-24,125850.58,95.15597072,9,13.1,5.7,0,Y,N
2018-06-25,141972.715,120.2781698,8.4,12.6,7.8,0,Y,N
2018-06-26,142842.4,102.3492036,8.4,14.1,6.6,0,Y,N
2018-06-27,148100.13,102.4178146,4.8,11.2,6,0.2,Y,N
2018-06-28,150445.47,112.8005434,5.3,10.6,5.2,0,Y,N
2018-06-29,139188.48,78.80664274,6.1,12.5,6.1,0.2,N,N
2018-06-30,125394.425,72.96367256,9.4,14.2,4.9,0.4,N,N
2018-07-01,124313.07,83.37499237,3.5,14.7,8.8,0.4,N,N
2018-07-02,140713.255,87.32429509,2.4,14.6,9.4,0,N,N
2018-07-03,135759.275,64.59208889,4.1,14.3,6.7,0,N,N
2018-07-04,128580.975,57.00809903,10.4,17.1,6,0,N,N
2018-07-05,125861.6,52.74356752,12.7,18.7,2.8,0.4,N,N
2018-07-06,124242.52,52.97184575,12.5,15.2,8.3,0,N,N
2018-07-07,119717.435,45.21171494,9.6,12.9,6.5,1.2,N,N
2018-07-08,114562.215,47.89162306,9.3,13.9,6.2,0.8,N,N
2018-07-09,133874.475,80.82555675,10.1,13.8,8.1,1.2,N,N
2018-07-10,140342.995,94.62388585,9.3,11.5,5.4,0,N,N
2018-07-11,143461.125,81.95251914,6.6,11.6,6,0,N,N
2018-07-12,145767.1,111.8205168,4.3,11.3,7.5,0,N,N
2018-07-13,140542.95,104.6546578,5.8,13.9,9.3,0.2,N,N
2018-07-14,124491.53,85.80095082,4.4,15.5,10,0,N,N
2018-07-15,119464.315,67.79090994,6,13.8,9.8,0,N,N
2018-07-16,137446.75,87.63465708,7.9,12.6,4.5,0,N,N
2018-07-17,131367.09,71.11637388,9.1,17.5,9.2,0,Y,N
2018-07-18,132856.72,72.33715337,6.2,15.2,10.3,1.2,Y,N
2018-07-19,133778.445,83.93095962,8.7,17.6,8.5,0,Y,N
2018-07-20,135728.405,88.90871173,7.2,12.1,7.2,4.4,Y,N
2018-07-21,125928.62,91.69945598,6.7,14,7.2,0.2,Y,N
2018-07-22,114186.8,73.13566324,8,14.8,10.5,0,Y,N
2018-07-23,134664.655,80.3554361,8.4,15.4,6.9,0.2,Y,N
2018-07-24,132967.19,71.11529432,8.6,15.6,7.1,0.6,Y,N
2018-07-25,135308.295,76.47250325,8.3,15.7,9.3,6.2,Y,N
2018-07-26,137634.125,86.40659409,7.7,15.1,8.9,0,Y,N
2018-07-27,130119.5,71.86981662,9.2,19.5,10.3,0,Y,N
2018-07-28,116942.94,57.98204775,8.4,18.6,9.3,0,Y,N
2018-07-29,111555,29.41428267,10.8,14.6,10,2,Y,N
2018-07-30,135422.135,60.04030816,8.2,12.6,7.3,0.4,Y,N
2018-07-31,129519.995,60.90555224,8.3,16.2,10.2,0,Y,N
2018-08-01,134004.96,78.76164185,9.9,14.8,11.4,1.6,Y,N
2018-08-02,129025,68.07737227,4.9,16.1,11.7,0,Y,N
2018-08-03,129740.315,79.40708144,7.8,18.4,6.3,0,Y,N
2018-08-04,116238.175,44.88904487,8,15.3,8.7,1.6,Y,N
2018-08-05,104912.38,37.44398417,10.6,17.6,11.2,0,Y,N
2018-08-06,127198.78,83.71209075,9.4,13.8,8.5,0,Y,N
2018-08-07,131851.015,75.54124144,7.3,14.8,9.6,0,Y,N
2018-08-08,131939.5,89.6868364,9.6,16,7.2,1,Y,N
2018-08-09,135670.99,82.76084698,5.6,15.4,8.6,2.2,Y,N
2018-08-10,121875.355,58.05035802,9.4,20,11.8,0,Y,N
2018-08-11,119988.735,64.60234253,8.1,14.7,7.4,10.4,Y,N
2018-08-12,115231.85,48.78894063,5.4,14.8,10.4,4.6,Y,N
2018-08-13,127541.57,79.75906696,7.9,14.9,8.6,0,Y,N
2018-08-14,121073.45,69.12775118,9.4,16.7,13.2,0.2,Y,N
2018-08-15,122602.115,67.79660476,11.5,18.4,10.1,0,Y,N
2018-08-16,131137.065,95.26710489,8.7,14.7,9.2,0.2,Y,N
2018-08-17,125189.54,77.61776722,7.7,15.9,12.2,0,Y,N
2018-08-18,116571.26,38.30114714,8.9,13.8,10.4,2.2,Y,N
2018-08-19,119707.93,50.44694847,6.7,11.9,9.3,9.2,Y,N
2018-08-20,138918.385,102.3388107,5.5,12.4,6.5,2,Y,N
2018-08-21,138424.25,119.2284324,8.6,12.4,7.7,1.2,Y,N
2018-08-22,136240.845,104.8161592,8.7,14,8.5,1,Y,N
2018-08-23,131956.725,89.57937056,5.6,16,11.1,0,Y,N
2018-08-24,130210.94,97.46784435,4.8,15.4,14.7,0,Y,N
2018-08-25,116471.775,118.4878363,3.9,15.2,14.9,0,Y,N
2018-08-26,111436.265,105.4622088,4.9,14.7,12.3,0,Y,N
2018-08-27,131280.85,105.0118031,6.8,12.9,12.4,3.6,Y,N
2018-08-28,139563.095,119.8230737,1.9,11.2,11.7,0.2,Y,N
2018-08-29,136032.16,118.3790102,0.8,12.5,15.5,0,Y,N
2018-08-30,139752.545,97.16641883,4.8,16.7,5.1,0,Y,N
2018-08-31,130466.915,122.4259917,8.9,16,6.8,1.6,Y,N
2018-09-01,116344.565,104.0260614,10.5,13.4,7.4,2.2,Y,N
2018-09-02,118402.905,137.1315117,5,12.3,11.2,3,Y,N
2018-09-03,131448.995,139.5163849,5,13.1,14.7,0,Y,N
2018-09-04,128192.085,119.5743436,3.4,19.5,14.7,0,Y,N
2018-09-05,118307.155,111.5407535,8.1,20.2,14.5,0,Y,N
2018-09-06,116467.37,138.9075384,13.8,20.6,9.5,0,Y,N
2018-09-07,123583.52,161.5068282,8.7,15.1,14.7,3.4,Y,N
2018-09-08,109948.615,109.2937712,4.2,17.5,16.2,0.2,Y,N
2018-09-09,107838.95,67.61559125,8.6,18.1,7.3,0,Y,N
2018-09-10,123132.625,92.61598256,13.4,18,10.2,0,Y,N
2018-09-11,111096.53,67.33325215,9.1,24.2,17.7,0,Y,N
2018-09-12,112935.04,83.69489207,11.7,18.5,15.8,0,Y,N
2018-09-13,117880.565,84.9782786,7.1,19.7,18.2,0,Y,N
2018-09-14,111213.15,35.22426294,10.9,22.7,18.2,0,Y,N
2018-09-15,108632.355,14.67358758,10.2,13.7,6.3,0.2,Y,N
2018-09-16,113030.005,81.63761772,5.5,14,15.3,2,Y,N
2018-09-17,118208.24,70.68530394,6.7,18.1,18.7,0,Y,N
2018-09-18,119622.285,85.45246864,11,20.3,8,0,Y,N
2018-09-19,123787.77,101.0040489,8.5,14.7,16.1,3,Y,N
2018-09-20,125335.57,115.429534,3.8,17.4,18.5,0.8,Y,N
2018-09-21,120372.48,110.8134668,8.3,18.9,16.6,0,N,N
2018-09-22,107731.72,83.49359318,6.8,17.3,19.7,0,N,N
2018-09-23,107332.1,79.78001757,10.4,13.7,11.6,0.2,N,N
2018-09-24,119535.715,93.75513083,4.6,14.9,17.2,0,N,N
2018-09-25,124797.085,118.656356,8.6,13.6,12.2,0,N,N
2018-09-26,119238.345,120.8612104,6.4,17.6,20.8,0,N,N
2018-09-27,110878.67,99.28699725,9.2,24.2,20.8,0,N,N
2018-09-28,108622.42,90.21299546,10.7,15.2,10.2,0,N,Y
2018-09-29,109315.065,86.16408643,5.5,14,17,1.2,N,N
2018-09-30,106236.23,86.88451641,6.8,16.5,19.8,0.2,N,N
2018-10-01,114466.64,111.1212712,4.7,23.3,21.4,0,N,N
2018-10-02,114458.205,104.9424003,11.4,25.8,13.4,0,N,N
2018-10-03,115490.835,122.0868375,14.7,18.1,10.9,0,N,N
2018-10-04,115294.12,97.49945575,10.9,14.6,12.5,0,N,N
2018-10-05,112576.545,105.2909812,9.1,20.5,22.5,0,N,N
2018-10-06,102988.145,100.1029263,8.3,23.8,22.7,0,N,N
2018-10-07,100476.705,87.87165422,10.3,24.7,21.2,0,N,N
2018-10-08,113945.5,87.10126161,13.5,28.2,22.7,0,N,N
2018-10-09,116449.31,99.00074936,16.1,17.9,7.2,,Y,N
2018-10-10,109551.08,73.53969761,10.1,16.5,20,,Y,N
2018-10-11,110432.33,85.63040854,6.4,20.7,23.7,0,Y,N
2018-10-12,110457.335,88.47236457,8.7,22.7,23.9,0,Y,N
2018-10-13,96584.745,74.61660015,10.5,24.9,23.2,0,Y,N
2018-10-14,90918.615,56.86416434,12.4,27.3,22.1,0,Y,N
2018-10-15,108070.275,79.18245441,19.5,27.5,19.4,0,Y,N
2018-10-16,113889.41,89.02524597,20,23.1,6.1,0.2,Y,N
2018-10-17,112592.26,122.20067,16.1,22.6,15.1,5.2,Y,N
2018-10-18,112806.585,165.7797098,14.7,20.7,10.5,2,Y,N
2018-10-19,107940.16,101.6603803,12.8,27.4,23,0,Y,N
2018-10-20,99368.855,96.29224204,11.7,16.1,9.8,5,Y,N
2018-10-21,98427.53,81.92092442,7.6,19.2,22.7,5.6,Y,N
2018-10-22,105893.615,84.17539042,8.9,27,25.7,0,Y,N
2018-10-23,109241.565,90.93533587,13,18.8,16.7,0,Y,N
2018-10-24,111423.365,93.34475257,9.2,15.5,19.7,0,Y,N
2018-10-25,112414.39,115.427252,6.4,19.5,25,0,Y,N
2018-10-26,111145.12,111.2042443,9.6,18.3,23.7,0,Y,N
2018-10-27,97973.985,98.83226708,11.3,19.6,20.5,0,Y,N
2018-10-28,95624.015,110.2151781,9.3,15.9,22.8,0,Y,N
2018-10-29,110196.615,142.3380601,9.1,17,25.6,0,Y,N
2018-10-30,113459.025,149.0806203,8.3,25.2,25.8,0,Y,N
2018-10-31,114402.745,121.6154276,13,19.5,16.7,0,Y,N
2018-11-01,119350.665,101.7889277,12.8,34.3,14.2,0,Y,N
2018-11-02,116793.855,79.01902017,16.3,31.6,13.4,0,Y,N
2018-11-03,93859.285,74.72966509,12.6,20.9,19.9,0.2,Y,N
2018-11-04,96432.625,90.90147276,9.2,20.9,19.7,0,Y,N
2018-11-05,107014.075,104.6322227,14.5,28.6,15.8,2.8,Y,N
2018-11-06,100696.565,115.778035,16.3,21.4,7.8,4.4,Y,Y
2018-11-07,106387.195,95.56956477,11.1,17.2,18.2,35.8,Y,N
2018-11-08,109430.37,91.88451742,7.7,17,22.7,3,Y,N
2018-11-09,112506.95,101.7347422,8,20,14.8,0,Y,N
2018-11-10,100203.55,86.72527139,9,20.3,27.3,0,Y,N
2018-11-11,94602.89,76.6722044,9.3,19.6,29.1,0.2,Y,N
2018-11-12,114159.595,105.4518321,10.9,30.2,17.5,0,Y,N
2018-11-13,120185.265,111.5733647,16.9,30.5,18.4,0,Y,N
2018-11-14,116487.58,119.6247227,14.8,17.3,7.2,6.2,Y,N
2018-11-15,108628.34,96.50196575,13.7,18.1,23.8,0.2,Y,N
2018-11-16,107405.925,97.76708195,8.3,19,29.8,0,Y,N
2018-11-17,90498.92,83.26708138,9.6,18.1,29.9,0,Y,N
2018-11-18,92043.13,89.24819359,9.8,26.6,30.1,0,Y,N
2018-11-19,113978.535,104.471263,15.4,30.9,27.5,0,Y,N
2018-11-20,118330.625,110.715976,22.5,27.6,5.5,0,Y,N
2018-11-21,106618.195,100.4282531,12.3,23.2,24.2,24.2,Y,N
2018-11-22,107278.83,77.20890254,9.7,16.4,20.3,6.2,Y,N
2018-11-23,113582.6,93.52890647,11,14.5,3.5,6,Y,N
2018-11-24,101352.12,110.5056773,11.1,16.9,15.8,7,Y,N
2018-11-25,96240.41,116.4628124,12.7,18.8,20.5,0.8,Y,N
2018-11-26,110547.605,112.209263,11.9,18.6,25.5,0,Y,N
2018-11-27,109706.42,109.7616976,14.4,20,23.3,0.2,Y,N
2018-11-28,106684.825,98.17826,14.4,20.8,18,0,Y,N
2018-11-29,112586.74,116.3293321,13.9,18.7,21.1,0.6,Y,N
2018-11-30,110031.82,106.2941526,14.7,20.8,28,0,Y,N
2018-12-01,100725.24,71.1047405,10.3,31.7,30.8,0,Y,N
2018-12-02,88903.065,24.45538203,12.2,19.5,18.9,10.4,Y,N
2018-12-03,107666.305,71.12619871,13.3,23.6,13.4,0,Y,N
2018-12-04,111718.075,92.94554896,13.4,20.5,28.2,0,Y,N
2018-12-05,114225.12,86.81499911,13.4,25.2,31.1,0,Y,N
2018-12-06,135452.26,125.3081084,14.5,35.5,31.3,0,Y,N
2018-12-07,156648.405,177.8618168,25.1,38,27.1,0,Y,N
2018-12-08,121237.47,113.367033,22.7,30.3,11,0,Y,N
2018-12-09,102161.115,80.18878765,16,20.1,11.8,1.2,Y,N
2018-12-10,110803.765,95.22572314,15.8,20.6,28.5,0,Y,N
2018-12-11,114413.785,118.6444142,13,23.6,31.6,0,Y,N
2018-12-12,129715.465,199.184327,16,33.6,29.4,0,Y,N
2018-12-13,114986.33,101.8597212,16.9,21.1,6,16.2,Y,N
2018-12-14,110025.465,92.95802927,16.4,22.7,13.7,16.6,Y,N
2018-12-15,102577.145,101.632949,17.2,24.8,17.5,41.2,Y,N
2018-12-16,99110.775,101.4492327,15.8,23.5,16.3,3.8,Y,N
2018-12-17,112804.4,101.4038885,15.6,21.8,23.2,2,Y,N
2018-12-18,113485.105,104.7225562,16.7,20.8,21.1,0,Y,N
2018-12-19,119907.245,117.7077224,16.8,26.9,16.6,0,Y,N
2018-12-20,111880.525,75.55546269,16.9,21.2,14.8,0,Y,N
2018-12-21,102075.925,65.93243797,15.4,20.9,9.6,1,N,N
2018-12-22,92725.74,69.25045796,14.1,19.1,27.8,9.8,N,N
2018-12-23,94938.395,65.61224819,11.5,26.9,32.3,0,N,N
2018-12-24,112358.815,96.81717936,14.3,34.2,32.3,0,N,N
2018-12-25,98191.655,55.2385453,15.8,23.9,32.2,0,N,Y
2018-12-26,100017.195,77.57835478,13.3,23.8,32.3,0,N,Y
2018-12-27,129749.14,102.3108963,16.2,37.4,29.3,0,N,N
2018-12-28,133831.375,121.4607191,21.9,36.4,19.1,0,N,N
2018-12-29,108290.11,91.7235266,21,23.9,5.7,1.2,N,N
2018-12-30,99613.865,84.16649527,18.2,22.7,9.9,0.6,N,N
2018-12-31,103381.915,84.89799706,17.3,23.5,31.3,0.8,N,N
2019-01-01,98933.06,78.56097897,15.5,26.2,31.7,0,N,Y
2019-01-02,106470.675,92.2020112,18.4,22.2,26.3,0,N,N
2019-01-03,118789.605,127.3803026,15.9,29.5,27.6,0,N,N
2019-01-04,133288.46,121.0209967,18,42.6,27.4,0,N,N
2019-01-05,97262.79,83.49352049,17.4,21.2,12.9,0.4,N,N
2019-01-06,93606.215,65.76640698,14.6,22.1,30.9,1.4,N,N
2019-01-07,109874.9,85.07795745,17.1,23.1,30.2,0,N,N
2019-01-08,113446.1,104.9077815,16.7,24.1,28.9,0,N,N
2019-01-09,105483.435,91.85154672,16.1,20.5,28.4,0.6,N,N
2019-01-10,108078.695,96.41374257,13.5,21.4,25.8,0,N,N
2019-01-11,119728.635,116.3056708,12.9,30.4,31.5,0,N,N
2019-01-12,108628.96,88.99664281,17.7,24.7,28.6,0,N,N
2019-01-13,101853.24,75.27302388,14.4,30.5,31.3,0,N,N
2019-01-14,147070.535,188.1976495,18.7,32.3,31.1,0,N,N
2019-01-15,152496.245,222.438419,19.4,30.4,22.3,0,N,N
2019-01-16,136971.755,178.0796754,19.8,26.7,17.5,0,N,N
2019-01-17,145211.49,175.352893,20.7,32.5,6,0,N,N
2019-01-18,134898.21,137.8500262,22.3,28.7,2.6,0.2,N,N
2019-01-19,101692.45,80.78625249,16.5,23.5,30.2,2,N,N
2019-01-20,102283.13,86.60790073,15.2,22.9,29.2,0,N,N
2019-01-21,130517.97,176.68995,18.4,25.1,28.2,0,N,N
2019-01-22,141444.78,278.7777435,19,26.8,29.3,0,N,N
2019-01-23,125501.15,154.4731449,18.7,23.9,27.4,0,N,N
2019-01-24,155891.345,4549.645105,17.3,40.8,30,0,N,N
2019-01-25,168894.845,906.4372323,21.1,42.8,25.3,0,N,N
2019-01-26,114818.665,163.7336252,19.9,26.1,27.7,0,N,Y
2019-01-27,99801.575,86.39622431,18.4,27.8,21.1,0,N,N
2019-01-28,112374.63,150.9484801,15.5,34.5,29.4,0,N,Y
2019-01-29,138455.455,183.4002093,17.5,36.8,27.7,0,N,N
2019-01-30,142113.375,188.7424195,18,38.1,19.9,0,N,N
2019-01-31,110277.21,107.5212334,17.2,21.5,27.8,6.6,Y,N
2019-02-01,104422.79,117.6827391,12.6,24.2,28.8,0,Y,N
2019-02-02,124749.065,240.9545239,15,34.4,27.5,0,Y,N
2019-02-03,133287.585,186.9176322,19.1,38.2,26.1,0,Y,N
2019-02-04,119168.96,110.1512267,20,22.7,9.3,0,Y,N
2019-02-05,119702.045,92.70133953,17.7,26.9,14.6,0,Y,N
2019-02-06,140497.815,143.4550561,18.5,34.7,22.8,0,Y,N
2019-02-07,141593.545,147.6879095,20.7,28.3,25.1,11,Y,N
2019-02-08,117327.495,107.8491587,18.1,23.1,21.1,0,Y,N
2019-02-09,95668.77,44.17631186,14.6,19.7,13.6,0,Y,N
2019-02-10,94786.72,86.43577587,13,23.3,23.5,4.8,Y,N
2019-02-11,114085.645,97.71508951,14.4,27.5,18.6,0,Y,N
2019-02-12,107697.205,57.33821194,18.4,21.5,12.4,0,Y,N
2019-02-13,106692.845,85.98148307,11.8,19.2,23.7,2.8,Y,N
2019-02-14,107655.08,108.2907152,12.3,23.2,24.2,0,Y,N
2019-02-15,113910.46,114.7685038,14.8,22.8,23.1,0,Y,N
2019-02-16,106467.235,127.4802754,16.1,23.2,24.2,0,Y,N
2019-02-17,108470.925,110.4895928,15,29,20,0,Y,N
2019-02-18,116995.065,104.4634554,18,23.6,16.9,0,Y,N
2019-02-19,110531.6,105.0981782,13.7,20.2,21.4,0,Y,N
