date,demand,school_day,holiday
2019-07-26,136493.13,Y,N
2019-07-27,121958.69,Y,N
2019-07-28,118413.135,Y,N
2019-07-29,133205.18,Y,N
2019-07-30,138858.045,Y,N
2019-07-31,140275.83,Y,N
2019-08-01,137651.135,Y,N
2019-08-02,135633.89,Y,N
2019-08-03,119933.7,Y,N
2019-08-04,120350.215,Y,N
2019-08-05,125652.055,Y,N
2019-08-06,132120.39,Y,N
2019-08-07,136315.38,Y,N
2019-08-08,133004.73,Y,N
2019-08-09,142555.105,Y,N
2019-08-10,128554.605,Y,N
2019-08-11,121028.325,Y,N
2019-08-12,136683.4,Y,N
2019-08-13,141474.265,Y,N
2019-08-14,134681.435,Y,N
2019-08-15,128119.715,Y,N
2019-08-16,129781.155,Y,N
2019-08-17,115460.6,Y,N
2019-08-18,110816.375,Y,N
2019-08-19,131067.25,Y,N
2019-08-20,131438.55,Y,N
2019-08-21,120747.08,Y,N
2019-08-22,127697.99,Y,N
2019-08-23,126763.365,Y,N
2019-08-24,107303.475,Y,N
2019-08-25,113980.3,Y,N
2019-08-26,132704.365,Y,N
2019-08-27,130964.885,Y,N
2019-08-28,137660.94,Y,N
2019-08-29,134233.345,Y,N
2019-08-30,131871.08,Y,N
2019-08-31,107616.03,Y,N
2019-09-01,106779.475,Y,N
2019-09-02,121697.38,Y,N
2019-09-03,118871.215,Y,N
2019-09-04,122652.81,Y,N
2019-09-05,120223.175,Y,N
2019-09-06,122222.69,Y,N
2019-09-07,115200.19,Y,N
2019-09-08,116999.07,Y,N
2019-09-09,130448.115,Y,N
2019-09-10,131665.015,Y,N
2019-09-11,121100.045,Y,N
2019-09-12,118723.07,Y,N
2019-09-13,120349.015,Y,N
2019-09-14,103500.955,Y,N
2019-09-15,105149.02,Y,N
2019-09-16,119362.235,Y,N
2019-09-17,124129.44,Y,N
2019-09-18,119715.705,Y,N
2019-09-19,108102.56,Y,N
2019-09-20,107222.345,N,N
2019-09-21,101348.35,N,N
2019-09-22,102386.525,N,N
2019-09-23,121862.885,N,N
2019-09-24,125787.33,N,N
2019-09-25,124302.93,N,N
2019-09-26,117320.175,N,N
2019-09-27,106043.02,N,Y
2019-09-28,108762.31,N,N
2019-09-29,104804.09,N,N
2019-09-30,121770.82,N,N
2019-10-01,117265.275,N,N
2019-10-02,110760.825,N,N
2019-10-03,109312.85,N,N
2019-10-04,117512.56,N,N
2019-10-05,101386.01,N,N
2019-10-06,93011.345,N,N
2019-10-07,113296.31,N,N
2019-10-08,117504.775,Y,N
2019-10-09,122771.82,Y,N
2019-10-10,123692.08,Y,N
2019-10-11,115250.505,Y,N
2019-10-12,101053.365,Y,N
2019-10-13,94744.7,Y,N
2019-10-14,110290.12,Y,N
2019-10-15,112052.12,Y,N
2019-10-16,117533.72,Y,N
2019-10-17,116690.04,Y,N
2019-10-18,109857.485,Y,N
2019-10-19,102032.495,Y,N
2019-10-20,102684.515,Y,N
2019-10-21,114502.07,Y,N
2019-10-22,114108.545,Y,N
2019-10-23,114281.615,Y,N
2019-10-24,115442.655,Y,N
2019-10-25,109130.77,Y,N
2019-10-26,96698.285,Y,N
2019-10-27,102830.555,Y,N
2019-10-28,112634.635,Y,N
2019-10-29,111887.405,Y,N
2019-10-30,117375.73,Y,N
2019-10-31,121752.875,Y,N
2019-11-01,130510.905,Y,N
2019-11-02,105806.825,Y,N
2019-11-03,96867.015,Y,N
2019-11-04,107279.84,Y,N
2019-11-05,96817,Y,Y
2019-11-06,104381.38,Y,N
2019-11-07,115132.64,Y,N
2019-11-08,113954.78,Y,N
2019-11-09,108924.79,Y,N
2019-11-10,101550.045,Y,N
2019-11-11,106758.95,Y,N
2019-11-12,104303.46,Y,N
2019-11-13,112573.54,Y,N
2019-11-14,109828.93,Y,N
2019-11-15,110954.755,Y,N
2019-11-16,97646.12,Y,N
2019-11-17,96742.49,Y,N
2019-11-18,109148.25,Y,N
2019-11-19,112033.87,Y,N
2019-11-20,119736.125,Y,N
2019-11-21,131312,Y,N
2019-11-22,109049.365,Y,N
2019-11-23,97245.765,Y,N
2019-11-24,96778.25,Y,N
2019-11-25,113899.3,Y,N
2019-11-26,107629.16,Y,N
2019-11-27,108417.695,Y,N
2019-11-28,112735.875,Y,N
2019-11-29,114799.91,Y,N
2019-11-30,98959.56,Y,N
2019-12-01,100233.98,Y,N
2019-12-02,110609.4,Y,N
2019-12-03,109094.04,Y,N
2019-12-04,107400.705,Y,N
2019-12-05,107891.69,Y,N
2019-12-06,105028.985,Y,N
2019-12-07,95436.3,Y,N
2019-12-08,97577.415,Y,N
2019-12-09,127910.835,Y,N
2019-12-10,109548.62,Y,N
2019-12-11,109060.375,Y,N
2019-12-12,108599.065,Y,N
2019-12-13,107070.61,Y,N
2019-12-14,101239.235,Y,N
2019-12-15,98723.45,Y,N
2019-12-16,114400.065,Y,N
2019-12-17,123999.07,Y,N
2019-12-18,146990.89,Y,N
2019-12-19,125050.61,Y,N
2019-12-20,150553.4,N,N
2019-12-21,100632.475,N,N
2019-12-22,90145.615,N,N
2019-12-23,101818.025,N,N
2019-12-24,102168.93,N,N
2019-12-25,98312.745,N,Y
2019-12-26,96120.525,N,Y
2019-12-27,107256.065,N,N
2019-12-28,113521.685,N,N
2019-12-29,118293.525,N,N
2019-12-30,140410.125,N,N
2019-12-31,95410.39,N,N
2020-01-01,89077.855,N,Y
2020-01-02,102988.185,N,N
2020-01-03,118922.215,N,N
2020-01-04,102245.61,N,N
2020-01-05,95671.2,N,N
2020-01-06,110253.59,N,N
2020-01-07,109336.56,N,N
2020-01-08,110038.625,N,N
2020-01-09,127365.59,N,N
2020-01-10,122533.88,N,N
2020-01-11,91886.605,N,N
2020-01-12,91797.595,N,N
2020-01-13,119653.945,N,N
2020-01-14,137302.605,N,N
2020-01-15,137408.225,N,N
2020-01-16,109669.645,N,N
2020-01-17,108108.175,N,N
2020-01-18,105946.34,N,N
2020-01-19,106921.555,N,N
2020-01-20,116291.535,N,N
2020-01-21,112128.195,N,N
2020-01-22,119287.15,N,N
2020-01-23,112254.83,N,N
2020-01-24,109316.375,N,N
2020-01-25,102445.88,N,N
2020-01-26,101233.205,N,Y
2020-01-27,103134.46,N,Y
2020-01-28,116190.555,N,N
2020-01-29,129812.915,N,N
2020-01-30,154816.49,Y,N
2020-01-31,170653.84,Y,N
2020-02-01,131856.315,Y,N
2020-02-02,97609.06,Y,N
2020-02-03,105004.91,Y,N
2020-02-04,107034.065,Y,N
2020-02-05,108988.44,Y,N
2020-02-06,120569.46,Y,N
2020-02-07,120734.85,Y,N
2020-02-08,107864.445,Y,N
2020-02-09,103857.11,Y,N
2020-02-10,122975.46,Y,N
2020-02-11,127110.58,Y,N
2020-02-12,124618.565,Y,N
2020-02-13,139137.185,Y,N
2020-02-14,139855.63,Y,N
2020-02-15,108300.635,Y,N
2020-02-16,100904.27,Y,N
2020-02-17,123351.845,Y,N
2020-02-18,119178.12,Y,N
2020-02-19,109375.215,Y,N
2020-02-20,112202.145,Y,N
2020-02-21,108949.055,Y,N
2020-02-22,96922.02,Y,N
2020-02-23,106129.665,Y,N
2020-02-24,122619.055,Y,N
2020-02-25,123558.425,Y,N
2020-02-26,108371.125,Y,N
2020-02-27,108675.4,Y,N
2020-02-28,110006.97,Y,N
2020-02-29,100380.94,Y,N
2020-03-01,101413.145,Y,N
2020-03-02,106359.955,Y,N
2020-03-03,108746.37,Y,N
2020-03-04,117505.625,Y,N
2020-03-05,119734.635,Y,N
2020-03-06,111322.325,Y,N
2020-03-07,96850.78,Y,N
2020-03-08,92553.29,Y,N
2020-03-09,94641.7,Y,Y
2020-03-10,112142.54,Y,N
2020-03-11,118830.14,Y,N
2020-03-12,120272.775,Y,N
2020-03-13,115075.81,Y,N
2020-03-14,96016.19,Y,N
2020-03-15,97664.935,Y,N
2020-03-16,110586.815,Y,N
2020-03-17,115254.185,Y,N
2020-03-18,121127.145,Y,N
2020-03-19,127266.86,Y,N
2020-03-20,111547.605,Y,N
2020-03-21,103999.335,Y,N
2020-03-22,97449.685,Y,N
2020-03-23,112906.945,Y,N
2020-03-24,114935.545,N,N
2020-03-25,113147.815,N,N
2020-03-26,110088.01,N,N
2020-03-27,111958.245,N,N
2020-03-28,97923.715,N,N
2020-03-29,95953.205,N,N
2020-03-30,107687.51,N,N
2020-03-31,109043.865,N,N
2020-04-01,110991.625,N,N
2020-04-02,116302.665,N,N
2020-04-03,104294.57,N,N
2020-04-04,101854.155,N,N
2020-04-05,105098.025,N,N
2020-04-06,118074.565,N,N
2020-04-07,118404.455,N,N
2020-04-08,108404.01,N,N
2020-04-09,108587.52,N,N
2020-04-10,94831.23,N,Y
2020-04-11,92097.07,N,Y
2020-04-12,101760.09,N,Y
2020-04-13,100025.9,N,Y
2020-04-14,107849.83,N,N
2020-04-15,104547.34,N,N
2020-04-16,106527.945,N,N
2020-04-17,106943.49,N,N
2020-04-18,106888.545,N,N
2020-04-19,100737.835,N,N
2020-04-20,109168.595,N,N
2020-04-21,111417.63,N,N
2020-04-22,113506.01,N,N
2020-04-23,112872.88,N,N
2020-04-24,106565.295,N,N
2020-04-25,96845.12,N,Y
2020-04-26,96572.935,N,N
2020-04-27,113471.83,N,N
2020-04-28,112124.06,N,N
2020-04-29,121307.84,N,N
2020-04-30,121353.33,N,N
2020-05-01,127238.875,N,N
2020-05-02,111665.725,N,N
2020-05-03,109669.355,N,N
2020-05-04,126892.26,N,N
2020-05-05,118839.095,N,N
2020-05-06,113214.27,N,N
2020-05-07,109642.755,N,N
2020-05-08,107914.055,N,N
2020-05-09,107786.255,N,N
2020-05-10,107555.19,N,N
2020-05-11,122550.945,N,N
2020-05-12,120767.795,N,N
2020-05-13,127145.14,N,N
2020-05-14,129285.09,N,N
2020-05-15,129112.45,N,N
2020-05-16,110420.89,N,N
2020-05-17,109774.425,N,N
2020-05-18,120076.645,N,N
2020-05-19,119789.97,N,N
2020-05-20,119803.985,N,N
2020-05-21,127563.61,N,N
2020-05-22,130472.2,N,N
2020-05-23,115234.32,N,N
2020-05-24,109579.82,N,N
2020-05-25,125532.575,N,N
2020-05-26,126788.835,N,N
2020-05-27,124189.8,Y,N
2020-05-28,124062.485,Y,N
2020-05-29,120072.09,Y,N
2020-05-30,102231.77,Y,N
2020-05-31,102684.59,Y,N
2020-06-01,132039.705,Y,N
2020-06-02,132710.36,Y,N
2020-06-03,130801.825,Y,N
2020-06-04,133322.025,Y,N
2020-06-05,137368.465,Y,N
2020-06-06,126427.92,Y,N
2020-06-07,119524.41,Y,N
2020-06-08,124792.975,Y,Y
2020-06-09,141571.295,Y,N
2020-06-10,137795.795,Y,N
2020-06-11,141444.445,Y,N
2020-06-12,134684.585,Y,N
2020-06-13,117394.455,Y,N
2020-06-14,107553.005,Y,N
2020-06-15,121221.455,Y,N
2020-06-16,124473.67,Y,N
2020-06-17,133969.69,Y,N
2020-06-18,130437.325,Y,N
2020-06-19,120149.435,Y,N
2020-06-20,109644.695,Y,N
2020-06-21,121528.375,Y,N
2020-06-22,136373.435,Y,N
2020-06-23,131904.745,Y,N
2020-06-24,133100.905,Y,N
2020-06-25,131466.24,Y,N
2020-06-26,136872.56,N,N
2020-06-27,126938.54,N,N
2020-06-28,125830.75,N,N
2020-06-29,141431.99,N,N
2020-06-30,137644.865,N,N
2020-07-01,126614.72,N,N
2020-07-02,131372.71,N,N
2020-07-03,143010.27,N,N
2020-07-04,125400.27,N,N
2020-07-05,118507.76,N,N
2020-07-06,136255.335,N,N
2020-07-07,140264.52,N,N
2020-07-08,138627.11,N,N
2020-07-09,135266.165,N,N
2020-07-10,134041.23,N,N
2020-07-11,130088.95,N,N
2020-07-12,118837.05,N,N
2020-07-13,130119.41,N,N
2020-07-14,133668.935,Y,N
2020-07-15,135296.8,Y,N
2020-07-16,143158.89,Y,N
2020-07-17,143109.355,Y,N
2020-07-18,125303.885,Y,N
2020-07-19,114065.32,Y,N
2020-07-20,132894.41,Y,N
2020-07-21,140086.105,Y,N
2020-07-22,138666.105,Y,N
2020-07-23,142476.365,Y,N
2020-07-24,133822.7,Y,N
2020-07-25,128417.22,Y,N
2020-07-26,123014.555,Y,N
2020-07-27,132571.33,Y,N
2020-07-28,132720.395,Y,N
2020-07-29,130547.735,Y,N
2020-07-30,132583.64,Y,N
2020-07-31,132105.75,Y,N
2020-08-01,111590.65,Y,N
2020-08-02,109935.335,Y,N
2020-08-03,127930.355,Y,N
2020-08-04,140042.145,N,N
2020-08-05,140205.295,N,N
2020-08-06,140835.175,N,N
2020-08-07,144062.61,N,N
2020-08-08,121119.265,N,N
2020-08-09,111165.955,N,N
2020-08-10,125959.75,N,N
2020-08-11,130141.225,N,N
2020-08-12,127945.31,N,N
2020-08-13,121914.44,N,N
2020-08-14,124640.09,N,N
2020-08-15,113755.18,N,N
2020-08-16,111034.745,N,N
2020-08-17,121520.57,N,N
2020-08-18,119321.855,N,N
2020-08-19,129884.75,N,N
2020-08-20,123490.855,N,N
2020-08-21,125707.04,N,N
2020-08-22,127131.37,N,N
2020-08-23,117125.065,N,N
2020-08-24,134984.79,N,N
2020-08-25,138437.855,N,N
2020-08-26,129322.31,N,N
2020-08-27,119044.425,N,N
2020-08-28,118809.08,N,N
2020-08-29,100166.885,N,N
2020-08-30,98917.175,N,N
2020-08-31,121605.395,N,N
2020-09-01,119645.18,N,N
2020-09-02,113547.67,N,N
2020-09-03,109327.46,N,N
2020-09-04,114865.645,N,N
2020-09-05,105534.01,N,N
2020-09-06,95865.14,N,N
2020-09-07,99778.2,N,N
2020-09-08,112421.09,N,N
2020-09-09,112140.47,N,N
2020-09-10,109328.335,N,N
2020-09-11,106643.05,N,N
2020-09-12,111644.6,N,N
2020-09-13,96225.91,N,N
2020-09-14,107196.61,N,N
2020-09-15,113008.77,N,N
2020-09-16,110807.72,N,N
2020-09-17,115643.44,N,N
2020-09-18,112335.7,N,N
2020-09-19,93384,N,N
2020-09-20,86891.23,N,N
2020-09-21,100977.95,N,N
2020-09-22,103200.64,N,N
2020-09-23,112412.445,N,N
2020-09-24,117535.715,N,N
2020-09-25,126354.68,N,N
2020-09-26,106694.965,N,N
2020-09-27,101703.49,N,N
2020-09-28,114651.14,N,N
2020-09-29,112076.46,N,N
2020-09-30,113620.21,N,N
2020-10-01,106641.79,N,N
2020-10-02,99585.835,N,N
2020-10-03,92277.025,N,N
2020-10-04,94081.565,N,N
2020-10-05,113610.03,N,N
2020-10-06,122607.56,N,N
